pmcid,sid,sent,text,span,tag
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(108, 108)",DS
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(116, 116)",DS
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(79, 79)",DS
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(6, 6)",DS
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(58, 58)",DS
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(65, 65)",DS
PMC6032655,295,"Other complications, including non-target embolization of normal parenchyma or renal infarction with abscess forming, are uncommon [111932]. ",,"(76, 76)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(11, 11)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(19, 19)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(43, 43)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(45, 45)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(51, 51)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(46, 46)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(2, 2)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(50, 50)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(41, 41)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(0, 0)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(10, 10)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(28, 28)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(60, 60)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(27, 27)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(61, 61)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(3, 3)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(40, 40)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(70, 70)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(17, 17)",DS
PMC6032655,296,"In general though, arterial embolization is a well-tolerated procedure. ",,"(44, 44)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(11, 11)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(19, 19)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(24, 24)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(51, 51)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(115, 115)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(141, 141)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(18, 18)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(30, 30)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(94, 94)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(140, 140)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(76, 76)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(65, 65)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(0, 0)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(64, 64)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(42, 42)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(74, 74)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(150, 150)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(36, 36)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(27, 27)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(37, 37)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(93, 93)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(134, 134)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(121, 121)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(26, 26)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(90, 90)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(31, 31)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(81, 81)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(102, 102)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(143, 143)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(56, 56)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(120, 120)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(14, 14)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(114, 114)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(9, 9)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(23, 23)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(41, 41)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(55, 55)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(142, 142)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(80, 80)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(52, 52)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(69, 69)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(133, 133)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(8, 8)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(89, 89)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(103, 103)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(70, 70)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(15, 15)",DS
PMC6032655,297,"Although it is now seen as the first-line treatment for patients with AMLs, both regrowth and repeated haemorrhage after embolization remain a concern. ",,"(12, 12)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(11, 11)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(13, 13)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(45, 45)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(51, 51)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(88, 88)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(107, 107)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(30, 30)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(94, 94)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(115, 115)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(117, 117)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(48, 48)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(0, 0)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(10, 10)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(118, 118)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(100, 100)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(27, 27)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(35, 35)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(37, 37)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(93, 93)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(101, 101)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(71, 71)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(121, 121)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(122, 122)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(26, 26)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(90, 90)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(47, 47)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(31, 31)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(14, 14)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(78, 78)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(114, 114)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(80, 80)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(52, 52)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(4, 4)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(60, 60)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(68, 68)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(3, 3)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(59, 59)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(67, 67)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(108, 108)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(70, 70)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(129, 129)",DS
PMC6032655,298,"The effect of embolization may vary, because of the varying amounts of adipose, vascular, and smooth muscle tissue in the lesions. ",,"(44, 44)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(43, 43)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(51, 51)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(24, 24)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(75, 75)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(88, 88)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(18, 18)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(34, 34)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(82, 82)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(94, 94)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(48, 48)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(0, 0)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(42, 42)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(10, 10)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(74, 74)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(28, 28)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(100, 100)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(27, 27)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(91, 91)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(47, 47)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(33, 33)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(17, 17)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(84, 84)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(66, 66)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(9, 9)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(41, 41)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(80, 80)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(67, 67)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(40, 40)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(25, 25)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(89, 89)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(79, 79)",DS
PMC6032655,299,Different authors showed in their series a need for reembolization varying from 17% till 37% [323334]. ,,"(52, 52)",DS
PMC6032655,300,Surgery ,,"(7, 7)",DS
PMC6032655,300,Surgery ,,"(0, 0)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(20, 20)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(21, 21)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(43, 43)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(24, 24)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(51, 51)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(75, 75)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(85, 85)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(18, 18)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(30, 30)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(109, 109)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(110, 110)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(76, 76)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(146, 146)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(162, 162)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(0, 0)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(64, 64)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(176, 176)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(86, 86)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(150, 150)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(170, 170)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(156, 156)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(29, 29)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(91, 91)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(101, 101)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(134, 134)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(157, 157)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(163, 163)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(165, 165)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(186, 186)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(71, 71)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(113, 113)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(135, 135)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(177, 177)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(90, 90)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(102, 102)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(33, 33)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(17, 17)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(145, 145)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(166, 166)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(181, 181)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(120, 120)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(66, 66)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(114, 114)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(9, 9)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(41, 41)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(119, 119)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(126, 126)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(151, 151)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(169, 169)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(180, 180)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(32, 32)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(52, 52)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(124, 124)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(67, 67)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(8, 8)",DS
