	exact	type	db_id
67457	MLL	CRT_GP	
67458	ALL	MIS_DS	
67459	MLL	CRT_GP	
67460	MLL	CRT_GP	
67461	ALL	MIS_DS	
67462	MLL	CRT_GP	
67463	ALL	MIS_DS	
67464	MLL	CRT_GP	
67465	MLL	CRT_GP	
67466	ALL	MIS_DS	
67467	ALL	MIS_DS	
67468	MLL	CRT_GP	
67469	MLL	CRT_GP	
67470	ALL	MIS_DS	
67471	MLL	CRT_GP	
67472	ALL	MIS_DS	
67473	MLL	CRT_GP	
67474	MLL	CRT_GP	
67475	MLL	CRT_GP	
67476	ALL	MIS_DS	
67477	MLL	CRT_GP	
67478	ALL	MIS_DS	
67479	MLL	CRT_GP	
67480	MLL	CRT_GP	
67481	ALL	MIS_DS	
67482	MLL	CRT_GP	
67483	MLL	CRT_GP	
67484	ALL	MIS_DS	
67485	ALL	MIS_DS	
67486	ALL	MIS_DS	
67487	MLL	CRT_GP	
67488	ALL	MIS_DS	
67489	MLL	CRT_GP	
67490	MLL	CRT_GP	
67491	MLL	CRT_GP	
67492	ALL	MIS_DS	
67493	MLL	CRT_GP	
67494	MLL	CRT_GP	
67495	MLL	CRT_GP	
67496	MLL	CRT_GP	
67497	MLL	CRT_GP	
67498	MLL	CRT_GP	
67499	MLL	CRT_GP	
67500	MLL	CRT_GP	
67501	MLL	CRT_GP	
67502	MLL	CRT_GP	
67503	ALL	MIS_DS	
67504	ALL	MIS_DS	
67505	MLL	CRT_GP	
67506	MLL	CRT_GP	
67507	MLL	CRT_GP	
67508	MLL	CRT_GP	
67509	ALL	MIS_DS	
67510	MLL	CRT_GP	
67511	MLL	CRT_GP	
67512	MLL	CRT_GP	
67513	Scr	WT_GP	
67514	MLL	CRT_GP	
67515	MLL	CRT_GP	
67516	MLL	CRT_GP	
67517	Scr	WT_GP	
67518	MLL	CRT_GP	
67519	MLL	CRT_GP	
67520	MLL	CRT_GP	
67521	Scr	WT_GP	
67522	MLL	CRT_GP	
67523	MLL	CRT_GP	
67524	Scr	WT_GP	
67525	MTX	WT_GP	
67526	MLL	CRT_GP	
67527	MTX	WT_GP	
67528	MLL	CRT_GP	
67529	MLL	CRT_GP	
67530	MLL	CRT_GP	
67531	MLL	CRT_GP	
67532	MLL	CRT_GP	
67533	MLL	CRT_GP	
67534	Scr	WT_GP	
67535	MLL	CRT_GP	
67536	MLL	CRT_GP	
67537	β-actin	CRT_GP	
67538	β-actin	CRT_GP	
67539	MLL	CRT_GP	
67540	Scr	WT_GP	
67541	MLL	CRT_GP	
67542	MLL	CRT_GP	
67543	Scr	WT_GP	
67544	MLL	CRT_GP	
67545	MLL	CRT_GP	
67546	Scr	WT_GP	
67547	MLL	CRT_GP	
67548	MLL	CRT_GP	
67549	MTX	WT_GP	
67550	MLL	CRT_GP	
67551	Scr	WT_GP	
67552	MLL	CRT_GP	
67553	MLL	CRT_GP	
67554	Scr	WT_GP	
67555	MLL	CRT_GP	
67556	DEX	WT_GP	
67557	MLL	CRT_GP	
67558	Scr	WT_GP	
67559	MLL	CRT_GP	
67560	GILZ	CRT_GP	
67561	MLL	CRT_GP	
67562	Scr	WT_GP	
67563	MLL	CRT_GP	
67564	MLL	CRT_GP	
67565	MLL	CRT_GP	
67566	MLL	CRT_GP	
67567	MLL	CRT_GP	
67568	transcriptional regulator	WT_GP	
67569	MLL	CRT_GP	
67570	GILZ	CRT_GP	
67571	GILZ	CRT_GP	
67572	MLL	CRT_GP	
67573	MLL	CRT_GP	
67574	Scr	WT_GP	
67575	MLL	CRT_GP	
67576	MLL	CRT_GP	
67577	MLL	CRT_GP	
67578	MLL	CRT_GP	
67579	ALL	MIS_DS	
67580	MLL	CRT_GP	
67581	MLL	CRT_GP	
67582	MLL	CRT_GP	
67583	MLL	CRT_GP	
67584	MLL	CRT_GP	
67585	MLL	CRT_GP	
67586	MLL	CRT_GP	
67587	H3K4 methyltransferases	WS_GP	
67588	E2F1	CRT_GP	
67589	tumor	CRT_DS	
67590	MLL	CRT_GP	
67591	ALL	MIS_DS	
67592	MLL	CRT_GP	
67593	MTX	WT_GP	
67594	MLL	CRT_GP	
67595	MLL	CRT_GP	
67596	ALL	MIS_DS	
67597	MLL	CRT_GP	
67598	MLL	CRT_GP	
67599	MLL	CRT_GP	
67600	SREBF1	CRT_GP	
67601	sterol regulatory element binding transcription factor	MIS_GP	
67602	MYC	CRT_GP	
67603	MYC	CRT_GP	
67604	MLL	CRT_GP	
67605	MLL	CRT_GP	
67606	MLL	CRT_GP	
67607	MLL	CRT_GP	
67608	MLL	CRT_GP	
67609	MLL	CRT_GP	
67610	MLL	CRT_GP	
67611	MLL	CRT_GP	
67612	ALL	MIS_DS	
67613	MLL	CRT_GP	
67614	MLL	CRT_GP	
67615	MLL	CRT_GP	
67616	ALL	MIS_DS	
67617	MLL	CRT_GP	
67618	MLL	CRT_GP	
67619	MLL	CRT_GP	
67620	ALL	MIS_DS	
67621	tumor	CRT_DS	
67622	MLL	CRT_GP	
67623	MLL	CRT_GP	
67624	MLL	CRT_GP	
67625	myeloid leukemia	CRT_DS	
67626	MLL	CRT_GP	
67627	MLL	CRT_GP	
67628	MLL	CRT_GP	
67629	MLL	CRT_GP	
67630	MLL	CRT_GP	
67631	DNA methyltransferase	MIS_GP	
67632	DNMT	CRT_GP	
67633	histone deacetylase	MIS_GP	
67634	HDAC	MIS_GP	
67635	MLL	CRT_GP	
67636	MLL	CRT_GP	
67637	myeloid leukemia	CRT_DS	
67638	MLL	CRT_GP	
67639	MLL	CRT_GP	
67640	leukemia	CRT_DS	
67641	MLL	CRT_GP	
67642	tumor	CRT_DS	
67643	MLL	CRT_GP	
67644	MLL	CRT_GP	
67645	MLL	CRT_GP	
67646	MLL	CRT_GP	
67647	MLL	CRT_GP	
67648	MLL	CRT_GP	
67649	MLL	CRT_GP	
67650	MLL	CRT_GP	
67651	MLL	CRT_GP	
67652	p53	CRT_GP	
67653	MLL	CRT_GP	
67654	MLL	CRT_GP	
67655	MLL	CRT_GP	
67656	tumor	CRT_DS	
67657	MLL	CRT_GP	
67658	MLL	CRT_GP	
67659	MLL	CRT_GP	
67660	MLL	CRT_GP	
67661	MLL	CRT_GP	
67662	ATR	CRT_GP	
67663	MLL	CRT_GP	
67664	MLL	CRT_GP	
67665	MLL	CRT_GP	
67666	MLP	WT_GP	
67667	human	CRT_OG	
67668	cardiovascular diseases	CRT_DS	
67669	cancer	CRT_DS	
67670	cardiovascular diseases	CRT_DS	
67671	hypertension	CRT_DS	
67672	diabetes mellitus	WS_DS	
67673	cancer	CRT_DS	
67674	cardiovascular disease	CRT_DS	
67675	atherosclerosis	CRT_DS	
67676	atherosclerotic cardiovascular diseases	CRT_DS	
67677	cytomegalovirus	MIS_OG	
67678	CMV	CRT_OG	
67679	viruses	MIS_OG	
67680	CMV infection	WS_DS	
67681	CMV infection	WS_DS	
67682	CD8	MIS_GP	
67683	CD45	CRT_GP	
67684	CCR7	CRT_GP	
67685	CD27	CRT_GP	
67686	CD28	CRT_GP	
67687	CD8	MIS_GP	
67688	CD45RA	MIS_GP	
67689	CCR7	CRT_GP	
67690	CD27	CRT_GP	
67691	CD28	CRT_GP	
67692	CD45RA	MIS_GP	
67693	CMV	CRT_OG	
67694	CMV	CRT_OG	
67695	CD8	MIS_GP	
67696	CD57	MIS_GP	
67697	KLRG1	CRT_GP	
67698	CMV	CRT_OG	
67699	CD27	CRT_GP	
67700	CD28	CRT_GP	
67701	CD57	MIS_GP	
67702	KLRG1	CRT_GP	
67703	CMV	CRT_OG	
67704	CMV	CRT_OG	
67705	CMV	CRT_OG	
67706	CRP	MIS_GP	
67707	CMV	CRT_OG	
67708	IgD	MIS_GP	
67709	CD27	CRT_GP	
67710	IgD	MIS_GP	
67711	CD27	CRT_GP	
67712	CD27	CRT_GP	
67713	Lupus	CRT_DS	
67714	respiratory syncitial virus	MIS_OG	
67715	HIV	WT_OG,DS	
67716	IgD	MIS_GP	
67717	CD27	CRT_GP	
67718	IgD	MIS_GP	
67719	CD27	CRT_GP	
67720	IgM	MIS_GP	
67721	infections	CRT_DS	
67722	human	CRT_OG	
67723	CD19	CRT_GP	
67724	CD5	CRT_GP	
67725	IgG	MIS_GP	
67726	IgA	MIS_GP	
67727	IgM	MIS_GP	
67728	IgD	MIS_GP	
67729	IgD	MIS_GP	
67730	CD27	CRT_GP	
67731	IgD	MIS_GP	
67732	CD27	CRT_GP	
67733	CMV	CRT_OG	
67734	CD3	MIS_GP	
67735	CD8	MIS_GP	
67736	CD45RA	MIS_GP	
67737	CCR7	CRT_GP	
67738	CD27	CRT_GP	
67739	CD28	CRT_GP	
67740	CD3	MIS_GP	
67741	CD8	MIS_GP	
67742	CD45RA	MIS_GP	
67743	CCR7	CRT_GP	
67744	CD27	CRT_GP	
67745	CD28	CRT_GP	
67746	CD3	MIS_GP	
67747	CD8	MIS_GP	
67748	CD45RA	MIS_GP	
67749	CCR7	CRT_GP	
67750	CD27	CRT_GP	
67751	CD28	CRT_GP	
67752	IgD	MIS_GP	
67753	CD27	CRT_GP	
67754	IgG	MIS_GP	
67755	IgA	MIS_GP	
67756	IgD	MIS_GP	
67757	CD27	CRT_GP	
67758	IgM	MIS_GP	
67759	feminization	WT_DS	
67760	HFE	CRT_GP	
67761	HLA class I	WS_GP	
67762	HFE	CRT_GP	
67763	HFE	CRT_GP	
67764	HFE	CRT_GP	
67765	hereditary hemochromatosis	CRT_DS	
67766	HFE	CRT_GP	
67767	β2-microglobulin	CRT_GP	
67768	HFE	CRT_GP	
67769	transferring receptor	MIS_GP	
67770	HFE	CRT_GP	
67771	TLR4	CRT_GP	
67772	CCR5	CRT_GP	
67773	Cox-2	CRT_GP	
67774	5-Lo	CRT_GP	
67775	PC	MIS_DS	
67776	TLR4	CRT_GP	
67777	Cox-2	CRT_GP	
67778	5-Lo	CRT_GP	
67779	CCR5	CRT_GP	
67780	TLR4	CRT_GP	
67781	humans	CRT_OG	
67782	TLR4	CRT_GP	
67783	CCR5	CRT_GP	
67784	COX-2	CRT_GP	
67785	5-LO	CRT_GP	
67786	human	CRT_OG	
67787	TLR4	CRT_GP	
67788	CCR5	CRT_GP	
67789	Cox2	CRT_GP	
67790	5-Lo	CRT_GP	
67791	atherosclerosis	CRT_DS	
67792	prostate cancer	CRT_DS	
67793	PC	MIS_DS	
67794	TLR4	CRT_GP	
67795	TLR	CRT_GP	
67796	LPS	WT_GP	
67797	TLR4	CRT_GP	
67798	HSPs	MIS_GP	
67799	β-defensin-2	CRT_GP	
67800	fibronectin	CRT_GP	
67801	amyloid	MIS_GP	
67802	TLR4	CRT_GP	
67803	transcription factors	MIS_GP	
67804	NF-kB	MIS_GP	
67805	IL-10	CRT_GP	
67806	TLR4	CRT_GP	
67807	human	MIS_OG	
67808	LPS	WT_GP	
67809	cytokines	MIS_GP	
67810	CCR5	CRT_GP	
67811	G protein-coupled chemokine receptor	WS_GP	
67812	Th1	WT_GP	
67813	CCR5	CRT_GP	
67814	CCR5	CRT_GP	
67815	human	CRT_OG	
67816	cancer	CRT_DS	
67817	CCR5	CRT_GP	
67818	CCR5	CRT_GP	
67819	CVD	MIS_DS	
67820	PC	MIS_DS	
67821	atherogenesis	CRT_DS	
67822	COX-2	CRT_GP	
67823	Cox-2	CRT_GP	
67824	transcription factor Sp1	CRT_GP	
67825	COX-2	CRT_GP	
67826	atherosclerosis	CRT_DS	
67827	rheumatoid diseases	CRT_DS	
67828	cancer	CRT_DS	
67829	5-LO	CRT_GP	
67830	5-Lo	CRT_GP	
67831	5-LO	CRT_GP	
67832	atherosclerosis	CRT_DS	
67833	mouse	CRT_OG	
67834	human	CRT_OG	
67835	5-LO	CRT_GP	
67836	TLR4	CRT_GP	
67837	Cox-2	CRT_GP	
67838	5-Lo	CRT_GP	
67839	cytokines	MIS_GP	
67840	associated diseases	WT_DS	
67841	associated diseases	WT_DS	
67842	CVD	MIS_DS	
67843	CVD	MIS_DS	
67844	CVD	MIS_DS	
67845	human	CRT_OG	
67846	TLR4	CRT_GP	
67847	Cox-2	CRT_GP	
67848	5-Lo	CRT_GP	
67849	PC	MIS_DS	
67850	TLR4	CRT_GP	
67851	TLR4	CRT_GP	
67852	Boutonneuse fever	CRT_DS	
67853	infections	CRT_DS	
67854	infections	CRT_DS	
67855	atherogenesis	CRT_DS	
67856	infectious diseases	CRT_DS	
67857	TLR4	CRT_GP	
67858	PC	MIS_DS	
67859	IL-6	CRT_GP	
67860	TNF-α	CRT_GP	
67861	IL-10	CRT_GP	
67862	LPS	WT_GP	
67863	cytokines	MIS_GP	
67864	TLR4	CRT_GP	
67865	IL-10	CRT_GP	
67866	TLR4	CRT_GP	
67867	TLR4	CRT_GP	
67868	Cytokine	MIS_GP	
67869	Cytokines	MIS_GP	
67870	immune suppression	WT_DS	
67871	cytokine	MIS_GP	
67872	IFN-γ	CRT_GP	
67873	IL-10	CRT_GP	
67874	cytokine	MIS_GP	
67875	IFN-γ	CRT_GP	
67876	IL-10	CRT_GP	
67877	Cytokine	MIS_GP	
67878	IL-10	CRT_GP	
67879	IL-10	CRT_GP	
67880	IL-10	CRT_GP	
67881	IFN-γ	CRT_GP	
67882	IFN-γ	CRT_GP	
67883	cytokine	MIS_GP	
67884	viruses	MIS_OG	
67885	IFN-γ	CRT_GP	
67886	IFN-γ	CRT_GP	
67887	NF-κB	MIS_GP	
67888	IFN-γ	CRT_GP	
67889	IFN-γ	CRT_GP	
67890	IL-10	CRT_GP	
67891	IL-10	CRT_GP	
67892	cytokine	MIS_GP	
67893	IL-10	CRT_GP	
67894	cytokines	MIS_GP	
67895	IL-10	CRT_GP	
67896	cytokine	MIS_GP	
67897	IL-10	CRT_GP	
67898	human	CRT_OG	
67899	IL-10	CRT_GP	
67900	IL-10	CRT_GP	
67901	IL-10	CRT_GP	
67902	transcription regulating factors	MIS_GP	
67903	IL-10	CRT_GP	
67904	IL-10	CRT_GP	
67905	chronic inflammatory diseases	CRT_DS	
67906	IL-10	CRT_GP	
67907	IL-10	CRT_GP	
67908	IL-10	CRT_GP	
67909	IL-10	CRT_GP	
67910	CVD	MIS_DS	
67911	CVD	MIS_DS	
67912	infections	CRT_DS	
67913	IL-10	CRT_GP	
67914	IL-10	CRT_GP	
67915	INF-γ	MIS_GP	
67916	INF-γ	MIS_GP	
67917	cytokine	MIS_GP	
67918	immune-inflammatory diseases	WS_DS	
67919	humans	CRT_OG	
67920	cytokine	MIS_GP	
67921	cytokine	MIS_GP	
67922	cytokine	MIS_GP	
67923	IFN-γ	MIS_GP	
67924	IL-2	CRT_GP	
67925	IL-12	MIS_GP	
67926	IL-13	CRT_GP	
67927	IL-4	CRT_GP	
67928	cytokine	MIS_GP	
67929	cytokines	MIS_GP	
67930	methyltransferase	MIS_GP	
67931	cancer	CRT_DS	
67932	metabolic syndrome	MIS_DS	
67933	diabetes	CRT_DS	
67934	neurodegenerative disorders	CRT_DS	
67935	diabetes	CRT_DS	
67936	insulin	MIS_GP	
67937	insulin	MIS_GP	
67938	human	CRT_OG	
67939	insulin	MIS_GP	
67940	mouse	CRT_OG	
67941	insulin 2	CRT_GP	
67942	Insulin	MIS_GP	
67943	insulin	MIS_GP	
67944	insulin	MIS_GP	
67945	insulin	MIS_GP	
67946	insulin resistance	MIS_DS	
67947	insulin	MIS_GP	
67948	metabolic disease	CRT_DS	
67949	metabolic syndrome	MIS_DS	
67950	insulin resistance	MIS_DS	
67951	type 2 diabetes	CRT_DS	
67952	Alzheimer's disease	CRT_DS	
67953	Alzheimer's disease	CRT_DS	
67954	CCR5	CRT_GP	
67955	COX-2	CRT_GP	
67956	C reactive protein	CRT_GP	
67957	CVD	MIS_DS	
67958	Cardiovascular disease	CRT_DS	
67959	INF-γ	MIS_GP	
67960	Interferon- γ	CRT_GP	
67961	IL-6	CRT_GP	
67962	Interleukin-6	CRT_GP	
67963	IL-10	CRT_GP	
67964	Interleukin-10	CRT_GP	
67965	5-LO	CRT_GP	
67966	5-lipoxygenase	CRT_GP	
67967	LPS	WT_GP	
67968	Myocardial infarction	CRT_DS	
67969	PC	MIS_DS	
67970	Prostate cancer	CRT_DS	
67971	TLR4	CRT_GP	
67972	Toll-like-receptor-4	CRT_GP	
67973	TNF-α	CRT_GP	
67974	Tumor necrosis factor-α	WS_GP	
67975	CRB	WT_GP	
67976	CRB	WT_GP	
67977	Pht1	CRT_GP	
67978	Phosphate Transporters	MIS_GP	
67979	Glycine max	CRT_OG	
67980	plant	MIS_OG	
67981	plant	MIS_OG	
67982	plants	CRT_OG	
67983	plant	MIS_OG	
67984	soybean	CRT_OG	
67985	Glycine max	CRT_OG	
67986	GmPT1	MIS_GP	
67987	GmPT2	MIS_GP	
67988	phosphate/proton cotransporter	MIS_GP	
67989	PHO84	CRT_GP	
67990	yeast	CRT_OG	
67991	Saccharomyces cerevisiae	CRT_OG	
67992	GmPT1	MIS_GP	
67993	GmPT2	MIS_GP	
67994	PHO84	CRT_GP	
67995	GmPT1	MIS_GP	
67996	GmPT2	MIS_GP	
67997	GFP	CRT_GP	
67998	Pi transporters	MIS_GP	
67999	yeast	CRT_OG	
68000	GmPT1	MIS_GP	
68001	GmPT2	MIS_GP	
68002	GmPT1	MIS_GP	
68003	GmPT2	MIS_GP	
68004	GmPT1	MIS_GP	
68005	GmPT2	MIS_GP	
68006	phosphate transporters	MIS_GP	
68007	phosphate transporters	MIS_GP	
68008	plant	MIS_OG	
68009	plant	MIS_OG	
68010	plants	CRT_OG	
68011	plant	MIS_OG	
68012	plant	MIS_OG	
68013	Plants	CRT_OG	
68014	phosphate deficiency	WT_DS	
68015	plants	CRT_OG	
68016	plant	MIS_OG	
68017	plants	CRT_OG	
68018	Pi transporters	MIS_GP	
68019	plant	MIS_OG	
68020	transporter-like protein	MIS_GP	
68021	plants	CRT_OG	
68022	plants	CRT_OG	
68023	plants	CRT_OG	
68024	Pi transporter	MIS_GP	
68025	barley	CRT_OG	
68026	Pht1	CRT_GP	
68027	HORvu	MIS_OG	
68028	Pht1;6	WS_GP	
68029	Pht1	CRT_GP	
68030	HORvu	MIS_OG	
68031	Pht1;6	WS_GP	
68032	transporter	MIS_GP	
68033	HORvu	MIS_OG	
68034	Pht1;6	WS_GP	
68035	plant	MIS_OG	
68036	Pht1;6	WS_GP	
68037	Pht1;6	WS_GP	
68038	Pht1;6	WS_GP	
68039	HORvu	MIS_OG	
68040	Pht1;6	WS_GP	
68041	rice	CRT_OG	
68042	OsPht1;2	CRT_GP	
68043	OsPT2	CRT_GP	
68044	rice	CRT_OG	
68045	plants	CRT_OG	
68046	GUS	MIS_GP	
68047	OsPT2	CRT_GP	
68048	OsPT2	CRT_GP	
68049	OsPT2	CRT_GP	
68050	plant	MIS_OG	
68051	Pi transporters	MIS_GP	
68052	plant	MIS_OG	
68053	Pi transporters	MIS_GP	
68054	plants	CRT_OG	
68055	Soybean	CRT_OG	
68056	Glycine max	CRT_OG	
68057	plant	MIS_OG	
68058	animal	MIS_OG	
68059	soybean	CRT_OG	
68060	Pi transporters	MIS_GP	
68061	Pi transporters	MIS_GP	
68062	soybean	CRT_OG	
68063	GmPT1	MIS_GP	
68064	GmPT2	MIS_GP	
68065	Plant	MIS_OG	
68066	plant	MIS_OG	
68067	proton–Pi cotransporter	MIS_GP	
68068	Pi transporters	MIS_GP	
68069	plant	MIS_OG	
68070	Pi transporter	MIS_GP	
68071	soybean	CRT_OG	
68072	GmPT1	MIS_GP	
68073	GmPT2	MIS_GP	
68074	GmPT1	MIS_GP	
68075	GmPT2	MIS_GP	
68076	Pi transporters	MIS_GP	
68077	mouse-ear cress	CRT_OG	
68078	Arabidopsis thaliana	CRT_OG	
68079	tomato	CRT_OG	
68080	Lycopersicon esculentum L	WS_OG	
68081	potato	CRT_OG	
68082	Solanum tuberosum L	WS_OG	
68083	barrel clover	MIS_OG	
68084	Medicago truncatula	CRT_OG	
68085	Pi transporters	MIS_GP	
68086	soybean	CRT_OG	
68087	Pi transporters	MIS_GP	
68088	fungus	MIS_OG	
68089	Glomus versiforme	CRT_OG	
68090	GvPT	MIS_GP	
68091	yeast	CRT_OG	
68092	Saccharomyces cerevisiae	CRT_OG	
68093	PHO84	CRT_GP	
68094	GmPT1	MIS_GP	
68095	GmPT2	MIS_GP	
68096	GvPT	MIS_GP	
68097	PHO84	CRT_GP	
68098	soybean	CRT_OG	
68099	Pi transporters	MIS_GP	
68100	GmPT1	MIS_GP	
68101	GmPT2	MIS_GP	
68102	GmPT1	MIS_GP	
68103	GmPT2	MIS_GP	
68104	soybean	CRT_OG	
68105	soybean	CRT_OG	
68106	GmPT1	MIS_GP	
68107	GmPT2	MIS_GP	
68108	Soybean	CRT_OG	
68109	Pi Transporters	MIS_GP	
68110	GmPT1	MIS_GP	
68111	GmPT2	MIS_GP	
68112	Pi transporters	MIS_GP	
68113	Pht1	CRT_GP	
68114	Pi transporters	MIS_GP	
68115	Pi transporters	MIS_GP	
68116	protein kinase C	CRT_GP	
68117	casein kinase II	MIS_GP	
68118	Pht1	CRT_GP	
68119	transporters	MIS_GP	
68120	GmPT1	MIS_GP	
68121	GmPT2	MIS_GP	
68122	GmPT1	MIS_GP	
68123	GmPT2	MIS_GP	
68124	GmPT1	MIS_GP	
68125	GmPT2	MIS_GP	
68126	GmPT2	MIS_GP	
68127	protein kinase C	CRT_GP	
68128	casein kinase II	MIS_GP	
68129	tyrosine kinase	MIS_GP	
68130	GmPT1	MIS_GP	
68131	GmPT2	MIS_GP	
68132	plant	MIS_OG	
68133	Pi transporters	MIS_GP	
68134	PHO84	CRT_GP	
68135	Saccharomyces cerevisiae	CRT_OG	
68136	GvPT	MIS_GP	
68137	Glomus versiforme	CRT_OG	
68138	GiPT	MIS_GP	
68139	Glomus intraradices	CRT_OG	
68140	Pht1;1	WS_GP	
68141	Pht1;2	WS_GP	
68142	Pht1;3	WS_GP	
68143	Pht2;1	WS_GP	
68144	Arabidopsis thaliana	CRT_OG	
68145	StPT1	MIS_GP	
68146	StPT2	MIS_GP	
68147	Solanum tuberosum	CRT_OG	
68148	MtPT1	MIS_GP	
68149	MtPT2	MIS_GP	
68150	Medicago truncatula	CRT_OG	
68151	LePT1	MIS_GP	
68152	LePT2	MIS_GP	
68153	Lycopersicon esculentum	CRT_OG	
68154	LaPT1	MIS_GP	
68155	LaPT2	MIS_GP	
68156	Lupinus albus	CRT_OG	
68157	NtPT1	MIS_GP	
68158	Nicotiana tabacum	CRT_OG	
68159	OsPT1	CRT_GP	
68160	OsPT2	CRT_GP	
68161	Oryza sativa	CRT_OG	
68162	GmPT1	MIS_GP	
68163	GmPT2	MIS_GP	
68164	Glycine max	CRT_OG	
68165	GmPT1	MIS_GP	
68166	GmPT2	MIS_GP	
68167	integral membrane protein	WS_GP	
68168	GmPT1	MIS_GP	
68169	GmPT2	MIS_GP	
68170	green fluorescent protein	CRT_GP	
68171	GFP	CRT_GP	
68172	GmPT1	MIS_GP	
68173	GmPT2	MIS_GP	
68174	onion	WT_OG	
68175	GFP	CRT_GP	
68176	GmPT1	MIS_GP	
68177	GFP	CRT_GP	
68178	GmPT2	MIS_GP	
68179	GFP	CRT_GP	
68180	GFP	CRT_GP	
68181	GmPT1	MIS_GP	
68182	GFP	CRT_GP	
68183	GmPT2	MIS_GP	
68184	GFP	CRT_GP	
68185	GmPT1	MIS_GP	
68186	GmPT2	MIS_GP	
68187	GFP	CRT_GP	
68188	GmPT1	MIS_GP	
68189	GFP	CRT_GP	
68190	GmPT2	MIS_GP	
68191	GFP	CRT_GP	
68192	GmPT1	MIS_GP	
68193	GmPT2	MIS_GP	
68194	GmPT1	MIS_GP	
68195	GFP	CRT_GP	
68196	GmPT2	MIS_GP	
68197	GFP	CRT_GP	
68198	onion	WT_OG	
68199	GmPT1	MIS_GP	
68200	GFP	CRT_GP	
68201	GmPT2	MIS_GP	
68202	GFP	CRT_GP	
68203	GFP	CRT_GP	
68204	Yeast	CRT_OG	
68205	GmPT1	MIS_GP	
68206	GmPT2	MIS_GP	
68207	GmPT1	MIS_GP	
68208	GmPT2	MIS_GP	
68209	GmPT1	MIS_GP	
68210	GmPT2	MIS_GP	
68211	P-type H+-ATPases	WS_GP	
68212	transporter	MIS_GP	
68213	GmPT1	MIS_GP	
68214	GmPT2	MIS_GP	
68215	H+-ATPases	WS_GP	
68216	GmPT1	MIS_GP	
68217	GmPT2	MIS_GP	
68218	GmPT1	MIS_GP	
68219	GmPT2	MIS_GP	
68220	yeast	CRT_OG	
68221	GmPT1	MIS_GP	
68222	GmPT2	MIS_GP	
68223	yeast	CRT_OG	
68224	GmPT1	MIS_GP	
68225	GmPT2	MIS_GP	
68226	yeast	CRT_OG	
68227	GmPT2	MIS_GP	
68228	GmPT1	MIS_GP	
68229	GmPT2	MIS_GP	
68230	Pi transporters	MIS_GP	
68231	GmPT1	MIS_GP	
68232	GmPT2	MIS_GP	
68233	GmPT1	MIS_GP	
68234	GmPT2	MIS_GP	
68235	GmPT1	MIS_GP	
68236	GmPT2	MIS_GP	
68237	soybean	CRT_OG	
68238	GmPT1	MIS_GP	
68239	GmPT2	MIS_GP	
68240	Pi transporters	MIS_GP	
68241	GmPT1	MIS_GP	
68242	GmPT2	MIS_GP	
68243	plants	CRT_OG	
68244	GmPT1	MIS_GP	
68245	GmPT2	MIS_GP	
68246	GmPT1	MIS_GP	
68247	GmPT2	MIS_GP	
68248	plants	CRT_OG	
68249	GmPT1	MIS_GP	
68250	GmPT2	MIS_GP	
68251	soybean	CRT_OG	
68252	GmPT1	MIS_GP	
68253	GmPT2	MIS_GP	
68254	GmPT1	MIS_GP	
68255	GmPT2	MIS_GP	
68256	soybean	CRT_OG	
68257	Pi transporters	MIS_GP	
68258	GmPT1	MIS_GP	
68259	GmPT2	MIS_GP	
68260	GmPT1	MIS_GP	
68261	GmPT2	MIS_GP	
68262	Pht1	CRT_GP	
68263	soybean	CRT_OG	
68264	soybean	CRT_OG	
68265	phosphate transporters	MIS_GP	
68266	proton-coupled symporters	MIS_GP	
68267	plants	CRT_OG	
68268	fungi	MIS_OG	
68269	transporters	MIS_GP	
68270	phosphate: H+ symporter	MIS_GP	
68271	PHS	CRT_GP	
68272	transporter	MIS_GP	
68273	Pi transporters	MIS_GP	
68274	plants	CRT_OG	
68275	fungi	MIS_OG	
68276	plant	MIS_OG	
68277	transporters	MIS_GP	
68278	plants	CRT_OG	
68279	fungi	MIS_OG	
68280	transporters	MIS_GP	
68281	Pht1	CRT_GP	
68282	proton–Pi cotransporters	MIS_GP	
68283	proton ATPase	WS_GP	
68284	plant	MIS_OG	
68285	transporters	MIS_GP	
68286	GmPT1	MIS_GP	
68287	GmPT2	MIS_GP	
68288	Pi transporters	MIS_GP	
68289	GmPT1	MIS_GP	
68290	GmPT2	MIS_GP	
68291	yeast	CRT_OG	
68292	defect	WT_DS	
68293	Pi transporter	MIS_GP	
68294	PHO84	CRT_GP	
68295	Pi transporters	MIS_GP	
68296	defect	WT_DS	
68297	Pi transporters	MIS_GP	
68298	plants	CRT_OG	
68299	fungi	MIS_OG	
68300	transporters	MIS_GP	
68301	Pht2	CRT_GP	
68302	Arabidopsis	CRT_OG	
68303	proton/Pi symporters	MIS_GP	
68304	proton/Pi symporters	MIS_GP	
68305	symporters	MIS_GP	
68306	Pi transporter	MIS_GP	
68307	plants	CRT_OG	
68308	plants	CRT_OG	
68309	H+-ATPases	WS_GP	
68310	H+-ATPases	WS_GP	
68311	plant	MIS_OG	
68312	Pi transporters	MIS_GP	
68313	proton/Pi co-transporters	MIS_GP	
68314	Pi transporters	MIS_GP	
68315	yeast	CRT_OG	
68316	plant	MIS_OG	
68317	Pi transporters	MIS_GP	
68318	plant	MIS_OG	
68319	Pi transporter	MIS_GP	
68320	plant	MIS_OG	
